Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;Power (kW)
0;0.5;0.636161221;1400000;72.9177;0.93717;0.88988;0.99975;6.7129;0.10208;0.318015;-10;13.919;640.38;0.016899;818.71;;;1400
0;0.5;0.681601309;1500000;71.9947;0.94712;0.90707;0.99982;6.925;0.10799;0.3220923;-10;14.465;646.15;0.017329;924.67;;;1500
0;0.5;0.727041396;1600000;71.2125;0.95654;0.92196;0.99989;7.1378;0.11394;0.3256302;-10;15.013;651.58;0.017738;1035.37;;;1600
0;0.5;0.772481483;1700000;70.5368;0.9656;0.93418;0.99995;7.3506;0.11991;0.3287495;-10;15.56;656.61;0.018127;1150.3;;;1700
0;0.5;0.81792157;1800000;69.9443;0.97434;0.94639;1;7.5634;0.1259;0.3315342;-10;16.106;661.41;0.018497;1269.19;;;1800
0;0.5;0.863361658;1900000;69.5752;0.98195;0.96062;1.0001;7.7656;0.13219;0.3332929;-10;16.647;666.72;0.018916;1393.96;;;1900
0;0.5;0.908801745;2000000;69.2913;0.98885;0.97468;1.0001;7.9648;0.13858;0.3346585;-10;17.185;671.98;0.019334;1522.93;;;2000
0;0.5;0.954241832;2100000;69.0724;0.99565;0.9883;1.0002;8.1616;0.14505;0.3357192;-10;17.722;677.16;0.019749;1655.7;;;2100
0;0.5;0.999681919;2200000;69.0006;1.003;0.99937;1.0002;8.3449;0.1518;0.3360687;-10;18.246;682.8;0.020214;1792.34;;;2200
0;0.5;1.045122007;2300000;68.9633;1.0103;1.0104;1.0003;8.5273;0.15862;0.3362503;-10;18.77;688.3;0.020669;1932.57;;;2300
0;0.6;0.304347826;700000;86.005;0.85432;0.69734;0.99906;5.1518;0.060204;0.2696231;-10;9.939;591.59;0.012986;17.7;;;700
0;0.6;0.347826087;800000;82.4458;0.86803;0.72485;0.99919;5.4114;0.065957;0.2812627;-10;10.567;600.74;0.013545;88.29;;;800
0;0.6;0.391304348;900000;79.6251;0.88129;0.75794;0.99931;5.6543;0.071663;0.2912264;-10;11.166;609.15;0.014082;162.49;;;900
0;0.6;0.434782609;1000000;77.3594;0.89385;0.78641;0.99942;5.89;0.077359;0.2997557;-10;11.752;616.98;0.014592;240.82;;;1000
0;0.6;0.47826087;1100000;75.4988;0.90361;0.81111;0.99951;6.1173;0.083049;0.3071432;-10;12.319;623.92;0.015087;322.12;;;1100
0;0.6;0.52173913;1200000;73.9724;0.91297;0.83204;0.9996;6.3383;0.088767;0.313481;-10;12.876;630.44;0.015564;407.85;;;1200
0;0.6;0.565217391;1300000;72.678;0.92204;0.85152;0.99968;6.5556;0.094481;0.319064;-10;13.428;636.6;0.016016;497.34;;;1300
0;0.6;0.608695652;1400000;71.6385;0.93091;0.86921;0.99975;6.7713;0.10029;0.3236937;-10;13.978;642.55;0.01646;592.19;;;1400
0;0.6;0.652173913;1500000;70.7758;0.94023;0.88656;0.99982;6.9837;0.10616;0.3276391;-10;14.526;648.33;0.016893;691.41;;;1500
0;0.6;0.695652174;1600000;70.0578;0.94969;0.90263;0.99989;7.1924;0.11209;0.330997;-10;15.068;653.95;0.017319;794.64;;;1600
0;0.6;0.739130435;1700000;69.4827;0.95892;0.91901;0.99995;7.4017;0.11812;0.3337367;-10;15.618;659.42;0.01773;904.19;;;1700
0;0.6;0.782608696;1800000;68.9443;0.96776;0.93225;1;7.6119;0.1241;0.3363429;-10;16.159;664.44;0.018117;1015.45;;;1800
0;0.6;0.826086957;1900000;68.5264;0.97629;0.94385;1.0001;7.8248;0.1302;0.3383942;-10;16.711;669.24;0.018491;1133.66;;;1900
0;0.6;0.869565217;2000000;68.1852;0.98465;0.95553;1.0001;8.0378;0.13637;0.3400875;-10;17.266;673.87;0.018851;1257.18;;;2000
0;0.6;0.913043478;2100000;67.9795;0.99163;0.96868;1.0002;8.238;0.14276;0.3411165;-10;17.805;678.92;0.019257;1383.44;;;2100
0;0.6;0.956521739;2200000;67.844;0.99816;0.98194;1.0002;8.436;0.14926;0.3417978;-10;18.345;683.94;0.019662;1514.62;;;2200
0;0.6;1;2300000;67.7544;1.0045;0.99526;1.0003;8.6331;0.15584;0.3422496;-10;18.888;688.83;0.020057;1650.51;;;2300
0;0.6;1.043478261;2400000;67.7692;1.0114;1.006;1.0003;8.8182;0.16265;0.3421749;-10;19.415;694.12;0.020496;1788.69;;;2400
304.8;0;0.051537788;100040;253.6979;0.7085;0.38391;0.99712;2.3948;0.025379;0.0914037;-10;4.2628;471.73;0.011775;244.65;;;100.04
304.8;0;0.103044665;200020;167.1673;0.77758;0.50134;0.99781;3.0607;0.033438;0.138717;-10;5.6031;512.12;0.012139;395.52;;;200.02
304.8;0;0.154561846;300020;133.3407;0.80504;0.58955;0.99822;3.5666;0.040004;0.1739074;-10;6.637;533.78;0.012463;532.45;;;300.02
304.8;0;0.206073876;400010;115.2757;0.82431;0.65894;0.9985;3.977;0.046111;0.2011607;-10;7.5064;549.28;0.012883;661.37;;;400.01
304.8;0;0.257585905;500000;104.4981;0.84354;0.7064;0.99873;4.3115;0.052249;0.2219077;-10;8.262;562.84;0.013465;784.38;;;500
304.8;0;0.309103086;600000;97.121;0.86083;0.7542;0.99891;4.6115;0.058273;0.2387634;-10;8.9592;574.69;0.01404;906.32;;;600
304.8;0;0.360620267;700000;91.6714;0.87394;0.79062;0.99906;4.8883;0.06417;0.2529571;-10;9.6123;584.66;0.014586;1028.04;;;700
304.8;0;0.412137448;800000;87.5186;0.88623;0.81973;0.99919;5.1453;0.070015;0.2649602;-10;10.23;593.41;0.01512;1149.9;;;800
304.8;0;0.463654629;900000;84.2452;0.89803;0.8443;0.99931;5.3879;0.075821;0.2752554;-10;10.822;601.27;0.015636;1272.69;;;900
